model,state,observations,dwell_time,estimates,TRUE,mean,median,sd,bias_mean,bias_mean_pp,bias_median,bias_median_pp,coverage_pp
medhmm,4,200,19.5,gamma_prob_bar_S2toS3,0.33,0.32,0.32,0.04,-0.01,2.99,-0.01,3.23,94.53
medhmm,4,200,19.5,gamma_prob_bar_S2toS4,0.33,0.33,0.32,0.04,-0.01,2.29,-0.01,2.55,96.88
medhmm,4,200,19.5,gamma_prob_bar_S3toS1,0.33,0.33,0.33,0.04,0,0.18,0,0.01,96.09
medhmm,4,200,19.5,gamma_prob_bar_S3toS2,0.33,0.34,0.34,0.05,0.01,1.85,0.01,1.7,96.88
medhmm,4,200,19.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,19.5,gamma_prob_bar_S3toS4,0.33,0.33,0.33,0.05,-0.01,2.03,-0.01,2.23,96.88
medhmm,4,200,19.5,gamma_prob_bar_S4toS1,0.33,0.35,0.35,0.04,0.01,4.35,0.01,4.1,96.88
medhmm,4,200,19.5,gamma_prob_bar_S4toS2,0.33,0.33,0.33,0.05,-0.01,1.94,-0.01,2.17,98.44
medhmm,4,200,19.5,gamma_prob_bar_S4toS3,0.33,0.33,0.32,0.05,-0.01,2.42,-0.01,2.64,96.88
medhmm,4,200,19.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,dwell_mu_bar_1,99.5,81.45,82.27,0.11,-18.29,18.38,-17.57,17.66,40.8
medhmm,4,200,99.5,dwell_mu_bar_2,99.5,79.04,80.64,0.16,-20.65,20.75,-18.5,18.59,44
medhmm,4,200,99.5,dwell_mu_bar_3,99.5,79.84,82.27,0.16,-19.8,19.9,-17.54,17.63,48
medhmm,4,200,99.5,dwell_mu_bar_4,99.5,83.93,83.93,0.1,-15.97,16.05,-15.45,15.53,49.6
medhmm,4,200,99.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S1toS2,0.33,0.37,0.36,0.09,0.03,9.57,0.03,8.47,89.6
medhmm,4,200,99.5,gamma_prob_bar_S1toS3,0.33,0.33,0.32,0.1,-0.01,2.02,-0.01,3.54,99.2
medhmm,4,200,99.5,gamma_prob_bar_S1toS4,0.33,0.31,0.3,0.1,-0.03,7.55,-0.03,9.26,96.8
medhmm,4,200,99.5,gamma_prob_bar_S2toS1,0.33,0.37,0.36,0.09,0.03,10.15,0.03,8.52,92
medhmm,4,200,99.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S2toS3,0.33,0.33,0.32,0.1,0,1.4,-0.01,2.85,97.6
medhmm,4,200,99.5,gamma_prob_bar_S2toS4,0.33,0.3,0.3,0.1,-0.03,8.75,-0.03,10.3,92
medhmm,4,200,99.5,gamma_prob_bar_S3toS1,0.33,0.34,0.34,0.09,0.01,2.39,0.01,1.52,97.6
medhmm,4,200,99.5,gamma_prob_bar_S3toS2,0.33,0.32,0.32,0.1,-0.01,3.11,-0.02,5.14,94.4
medhmm,4,200,99.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,200,99.5,gamma_prob_bar_S3toS4,0.33,0.34,0.33,0.1,0,0.72,0,0.78,94.4
medhmm,4,200,99.5,gamma_prob_bar_S4toS1,0.33,0.33,0.32,0.09,-0.01,2.05,-0.01,3.2,93.6
medhmm,4,200,99.5,gamma_prob_bar_S4toS2,0.33,0.33,0.33,0.1,0,0.44,0,1.26,96
medhmm,4,200,99.5,gamma_prob_bar_S4toS3,0.33,0.34,0.33,0.1,0.01,1.61,0,0.26,95.2
medhmm,4,200,99.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,dwell_mu_bar_1,1.44,4.71,4.71,0.04,3.29,227.84,3.28,227.6,0
medhmm,4,500,1.4,dwell_mu_bar_2,1.44,10.18,10.07,0.14,8.72,604.37,8.64,598.85,0
medhmm,4,500,1.4,dwell_mu_bar_3,1.44,10.18,10.18,0.14,8.75,606.57,8.69,602.05,0
medhmm,4,500,1.4,dwell_mu_bar_4,1.44,4.76,4.76,0.04,3.3,228.85,3.3,228.67,0
medhmm,4,500,1.4,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S1toS2,0.33,0.23,0.22,0.08,-0.11,31.5,-0.11,33.13,71.88
medhmm,4,500,1.4,gamma_prob_bar_S1toS3,0.33,0.22,0.22,0.08,-0.11,32.86,-0.12,34.64,74.22
medhmm,4,500,1.4,gamma_prob_bar_S1toS4,0.33,0.55,0.55,0.06,0.21,64.36,0.21,64.43,14.84
medhmm,4,500,1.4,gamma_prob_bar_S2toS1,0.33,0.48,0.48,0.08,0.14,43.04,0.14,42.93,56.25
medhmm,4,500,1.4,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S2toS3,0.33,0,0,0,-0.33,99.09,-0.33,99.56,0
medhmm,4,500,1.4,gamma_prob_bar_S2toS4,0.33,0.52,0.52,0.08,0.19,56.04,0.19,56.15,28.91
medhmm,4,500,1.4,gamma_prob_bar_S3toS1,0.33,0.48,0.48,0.08,0.15,44.82,0.15,44.61,53.12
medhmm,4,500,1.4,gamma_prob_bar_S3toS2,0.33,0,0,0,-0.33,99.17,-0.33,99.51,0
medhmm,4,500,1.4,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,1.4,gamma_prob_bar_S3toS4,0.33,0.51,0.52,0.08,0.18,54.35,0.18,54.53,32.03
medhmm,4,500,1.4,gamma_prob_bar_S4toS1,0.33,0.53,0.53,0.05,0.2,60.23,0.2,60.24,17.19
medhmm,4,500,1.4,gamma_prob_bar_S4toS2,0.33,0.24,0.23,0.08,-0.1,29.5,-0.1,31.2,71.88
medhmm,4,500,1.4,gamma_prob_bar_S4toS3,0.33,0.23,0.22,0.08,-0.1,30.73,-0.11,32.58,75.78
medhmm,4,500,1.4,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,dwell_mu_bar_1,3.48,3.97,3.97,0.04,0.48,13.87,0.48,13.89,16.41
medhmm,4,500,3.5,dwell_mu_bar_2,3.48,4.76,4.76,0.04,1.3,37.35,1.3,37.31,0
medhmm,4,500,3.5,dwell_mu_bar_3,3.48,4.53,4.53,0.04,1.03,29.72,1.03,29.69,0
medhmm,4,500,3.5,dwell_mu_bar_4,3.48,4.1,4.1,0.04,0.62,17.89,0.62,17.89,6.25
medhmm,4,500,3.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S1toS2,0.33,0.26,0.26,0.02,-0.07,21.83,-0.07,21.86,21.09
medhmm,4,500,3.5,gamma_prob_bar_S1toS3,0.33,0.41,0.41,0.03,0.07,22.13,0.07,22.11,25.78
medhmm,4,500,3.5,gamma_prob_bar_S1toS4,0.33,0.33,0.33,0.03,0,0.29,0,0.42,87.5
medhmm,4,500,3.5,gamma_prob_bar_S2toS1,0.33,0.3,0.3,0.02,-0.03,8.83,-0.03,8.86,57.03
medhmm,4,500,3.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S2toS3,0.33,0.32,0.32,0.03,-0.01,3.92,-0.01,3.91,74.22
medhmm,4,500,3.5,gamma_prob_bar_S2toS4,0.33,0.38,0.38,0.03,0.04,12.75,0.04,12.63,64.06
medhmm,4,500,3.5,gamma_prob_bar_S3toS1,0.33,0.41,0.41,0.02,0.07,22.13,0.07,22.08,21.09
medhmm,4,500,3.5,gamma_prob_bar_S3toS2,0.33,0.27,0.27,0.03,-0.07,19.88,-0.07,19.95,33.59
medhmm,4,500,3.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,3.5,gamma_prob_bar_S3toS4,0.33,0.33,0.33,0.03,-0.01,2.25,-0.01,2.34,83.59
medhmm,4,500,3.5,gamma_prob_bar_S4toS1,0.33,0.34,0.34,0.02,0,1.29,0,1.2,87.5
medhmm,4,500,3.5,gamma_prob_bar_S4toS2,0.33,0.32,0.32,0.03,-0.01,2.68,-0.01,2.76,57.81
medhmm,4,500,3.5,gamma_prob_bar_S4toS3,0.33,0.34,0.34,0.03,0,1.39,0,1.38,59.38
medhmm,4,500,3.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,dwell_mu_bar_1,19.5,19.49,19.49,0.05,-0.04,0.22,-0.05,0.24,96.88
medhmm,4,500,19.5,dwell_mu_bar_2,19.5,19.49,19.49,0.05,-0.08,0.44,-0.08,0.43,96.88
medhmm,4,500,19.5,dwell_mu_bar_3,19.5,19.3,19.3,0.05,-0.14,0.71,-0.14,0.72,96.09
medhmm,4,500,19.5,dwell_mu_bar_4,19.5,19.49,19.49,0.05,-0.07,0.37,-0.07,0.38,91.41
medhmm,4,500,19.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S1toS2,0.33,0.33,0.33,0.03,0,0.43,0,0.49,99.22
medhmm,4,500,19.5,gamma_prob_bar_S1toS3,0.33,0.33,0.33,0.03,0,0.32,0,0.21,96.88
medhmm,4,500,19.5,gamma_prob_bar_S1toS4,0.33,0.33,0.33,0.03,0,0.11,0,0.02,97.66
medhmm,4,500,19.5,gamma_prob_bar_S2toS1,0.33,0.33,0.33,0.03,0,0.41,0,0.37,96.88
medhmm,4,500,19.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S2toS3,0.33,0.33,0.33,0.03,0,0.06,0,0.06,96.88
medhmm,4,500,19.5,gamma_prob_bar_S2toS4,0.33,0.33,0.33,0.03,0,0.47,0,0.58,96.88
medhmm,4,500,19.5,gamma_prob_bar_S3toS1,0.33,0.34,0.34,0.03,0.01,1.65,0.01,1.59,98.44
medhmm,4,500,19.5,gamma_prob_bar_S3toS2,0.33,0.33,0.33,0.03,0,0.16,0,0.1,98.44
medhmm,4,500,19.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,500,19.5,gamma_prob_bar_S3toS4,0.33,0.33,0.33,0.03,-0.01,1.82,-0.01,1.93,99.22
medhmm,4,500,19.5,gamma_prob_bar_S4toS1,0.33,0.34,0.34,0.03,0.01,1.72,0.01,1.66,95.31
medhmm,4,500,19.5,gamma_prob_bar_S4toS2,0.33,0.33,0.33,0.03,0,1.12,0,1.23,98.44
medhmm,4,500,19.5,gamma_prob_bar_S4toS3,0.33,0.33,0.33,0.03,0,0.6,0,0.71,97.66
medhmm,4,500,19.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,1.4,dwell_mu_bar_1,1.44,4.76,4.71,0.04,3.29,228.29,3.29,228.08,0
medhmm,4,1000,1.4,dwell_mu_bar_2,1.44,9.78,9.78,0.13,8.33,577.67,8.31,576.17,0
medhmm,4,1000,1.4,dwell_mu_bar_3,1.44,9.49,9.49,0.13,8.08,559.84,8.03,556.74,0
medhmm,4,1000,1.4,dwell_mu_bar_4,1.44,4.76,4.76,0.04,3.34,231.36,3.33,231.15,0
medhmm,4,1000,1.4,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,1.4,gamma_prob_bar_S1toS2,0.33,0.23,0.22,0.08,-0.1,31.3,-0.11,33.16,81.25
medhmm,4,1000,1.4,gamma_prob_bar_S1toS3,0.33,0.24,0.23,0.08,-0.1,29.25,-0.1,30.87,82.81
medhmm,4,1000,1.4,gamma_prob_bar_S1toS4,0.33,0.54,0.54,0.05,0.2,60.55,0.2,60.66,7.81
medhmm,4,1000,1.4,gamma_prob_bar_S2toS1,0.33,0.48,0.48,0.08,0.15,44.21,0.15,44.15,42.19
medhmm,4,1000,1.4,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,1.4,gamma_prob_bar_S2toS3,0.33,0,0,0,-0.33,99.93,-0.33,99.98,0
medhmm,4,1000,1.4,gamma_prob_bar_S2toS4,0.33,0.52,0.52,0.08,0.19,55.72,0.19,55.79,17.19
medhmm,4,1000,1.4,gamma_prob_bar_S3toS1,0.33,0.48,0.48,0.08,0.15,44.99,0.15,44.94,44.53
medhmm,4,1000,1.4,gamma_prob_bar_S3toS2,0.33,0,0,0,-0.33,99.96,-0.33,99.99,0
medhmm,4,1000,1.4,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,1.4,gamma_prob_bar_S3toS4,0.33,0.52,0.52,0.08,0.18,54.96,0.18,55.02,22.66
medhmm,4,1000,1.4,gamma_prob_bar_S4toS1,0.33,0.52,0.52,0.05,0.18,54.88,0.18,54.96,15.62
medhmm,4,1000,1.4,gamma_prob_bar_S4toS2,0.33,0.24,0.23,0.09,-0.09,28.49,-0.1,30.74,83.59
medhmm,4,1000,1.4,gamma_prob_bar_S4toS3,0.33,0.25,0.24,0.09,-0.09,26.38,-0.09,27.53,84.38
medhmm,4,1000,1.4,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,19.5,dwell_mu_bar_1,19.5,19.49,19.49,0.05,-0.06,0.3,-0.06,0.31,92.97
medhmm,4,1000,19.5,dwell_mu_bar_2,19.5,19.3,19.3,0.05,-0.1,0.53,-0.11,0.54,94.53
medhmm,4,1000,19.5,dwell_mu_bar_3,19.5,19.3,19.3,0.05,-0.11,0.55,-0.11,0.54,95.31
medhmm,4,1000,19.5,dwell_mu_bar_4,19.5,19.3,19.3,0.05,-0.14,0.72,-0.14,0.72,94.53
medhmm,4,1000,19.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,19.5,gamma_prob_bar_S1toS2,0.33,0.34,0.34,0.02,0,0.67,0,0.6,96.09
medhmm,4,1000,19.5,gamma_prob_bar_S1toS3,0.33,0.33,0.33,0.02,0,0.84,0,0.91,97.66
medhmm,4,1000,19.5,gamma_prob_bar_S1toS4,0.33,0.33,0.33,0.02,0,0.17,0,0.11,97.66
medhmm,4,1000,19.5,gamma_prob_bar_S2toS1,0.33,0.34,0.33,0.02,0,0.56,0,0.49,92.97
medhmm,4,1000,19.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,19.5,gamma_prob_bar_S2toS3,0.33,0.33,0.33,0.02,0,0.69,0,0.75,95.31
medhmm,4,1000,19.5,gamma_prob_bar_S2toS4,0.33,0.33,0.33,0.02,0,0.13,0,0.07,94.53
medhmm,4,1000,19.5,gamma_prob_bar_S3toS1,0.33,0.33,0.33,0.02,0,0.53,0,0.58,96.88
medhmm,4,1000,19.5,gamma_prob_bar_S3toS2,0.33,0.33,0.33,0.02,0,0.22,0,0.15,98.44
medhmm,4,1000,19.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,19.5,gamma_prob_bar_S3toS4,0.33,0.33,0.33,0.02,0,0.31,0,0.24,98.44
medhmm,4,1000,19.5,gamma_prob_bar_S4toS1,0.33,0.33,0.33,0.02,0,0.49,0,0.45,98.44
medhmm,4,1000,19.5,gamma_prob_bar_S4toS2,0.33,0.33,0.33,0.02,0,0.2,0,0.13,98.44
medhmm,4,1000,19.5,gamma_prob_bar_S4toS3,0.33,0.33,0.33,0.02,0,0.69,0,0.76,99.22
medhmm,4,1000,19.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,99.5,dwell_mu_bar_1,99.5,98.49,98.49,0.06,-0.66,0.66,-0.66,0.66,94.53
medhmm,4,1000,99.5,dwell_mu_bar_2,99.5,98.49,98.49,0.05,-1.36,1.37,-1.38,1.38,94.53
medhmm,4,1000,99.5,dwell_mu_bar_3,99.5,98.49,98.49,0.05,-0.7,0.7,-0.71,0.71,95.31
medhmm,4,1000,99.5,dwell_mu_bar_4,99.5,99.48,99.48,0.06,-0.14,0.14,-0.14,0.14,94.53
medhmm,4,1000,99.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,99.5,gamma_prob_bar_S1toS2,0.33,0.34,0.34,0.04,0.01,1.94,0.01,1.81,93.75
medhmm,4,1000,99.5,gamma_prob_bar_S1toS3,0.33,0.33,0.33,0.05,0,1.31,-0.01,1.56,94.53
medhmm,4,1000,99.5,gamma_prob_bar_S1toS4,0.33,0.33,0.33,0.05,0,0.64,0,0.83,98.44
medhmm,4,1000,99.5,gamma_prob_bar_S2toS1,0.33,0.35,0.35,0.04,0.01,4.46,0.01,4.24,96.09
medhmm,4,1000,99.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,99.5,gamma_prob_bar_S2toS3,0.33,0.32,0.32,0.05,-0.01,3.19,-0.01,3.49,96.09
medhmm,4,1000,99.5,gamma_prob_bar_S2toS4,0.33,0.33,0.33,0.05,0,1.27,0,1.48,96.88
medhmm,4,1000,99.5,gamma_prob_bar_S3toS1,0.33,0.34,0.34,0.04,0.01,2.84,0.01,2.7,98.44
medhmm,4,1000,99.5,gamma_prob_bar_S3toS2,0.33,0.34,0.34,0.05,0,0.79,0,0.64,96.09
medhmm,4,1000,99.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,4,1000,99.5,gamma_prob_bar_S3toS4,0.33,0.32,0.32,0.05,-0.01,3.63,-0.01,3.95,98.44
medhmm,4,1000,99.5,gamma_prob_bar_S4toS1,0.33,0.34,0.34,0.04,0.01,3.42,0.01,3.13,96.88
medhmm,4,1000,99.5,gamma_prob_bar_S4toS2,0.33,0.33,0.33,0.05,0,1.21,0,1.44,97.66
medhmm,4,1000,99.5,gamma_prob_bar_S4toS3,0.33,0.33,0.33,0.05,-0.01,2.21,-0.01,2.46,96.09
medhmm,4,1000,99.5,gamma_prob_bar_S4toS4,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,mix,dwell_mu_bar_1,3.48,3.94,3.94,0.05,0.45,12.86,0.45,12.86,21.09
medhmm,3,500,mix,dwell_mu_bar_2,19.5,19.3,19.3,0.06,-0.13,0.66,-0.13,0.67,93.75
medhmm,3,500,mix,dwell_mu_bar_3,99.5,97.51,97.51,0.05,-2.18,2.19,-2.2,2.21,92.97
medhmm,3,500,mix,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,mix,gamma_prob_bar_S1toS2,0.5,0.48,0.48,0.04,-0.02,3.41,-0.02,3.39,95.31
medhmm,3,500,mix,gamma_prob_bar_S1toS3,0.5,0.52,0.52,0.04,0.02,3.41,0.02,3.39,95.31
medhmm,3,500,mix,gamma_prob_bar_S2toS1,0.5,0.46,0.46,0.04,-0.04,8.11,-0.04,8.05,84.38
medhmm,3,500,mix,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,mix,gamma_prob_bar_S2toS3,0.5,0.54,0.54,0.04,0.04,8.11,0.04,8.05,84.38
medhmm,3,500,mix,gamma_prob_bar_S3toS1,0.5,0.48,0.48,0.04,-0.02,4.28,-0.02,4.26,92.97
medhmm,3,500,mix,gamma_prob_bar_S3toS2,0.5,0.52,0.52,0.04,0.02,4.28,0.02,4.26,92.97
medhmm,3,500,mix,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,1.4,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,1.4,gamma_prob_bar_S1toS2_no_diag,0.5,0.5,0.5,0.02,0,0.59,0,0.59,99.22
mhmm,3,200,1.4,gamma_prob_bar_S1toS3_no_diag,0.5,0.5,0.5,0.02,0,0.59,0,0.59,99.22
mhmm,3,200,1.4,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.02,0,0.15,0,0.15,99.22
mhmm,3,200,1.4,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,1.4,gamma_prob_bar_S2toS3_no_diag,0.5,0.5,0.5,0.02,0,0.15,0,0.15,99.22
mhmm,3,200,1.4,gamma_prob_bar_S3toS1_no_diag,0.5,0.5,0.5,0.02,0,0.13,0,0.13,98.44
mhmm,3,200,1.4,gamma_prob_bar_S3toS2_no_diag,0.5,0.5,0.5,0.02,0,0.13,0,0.13,98.44
mhmm,3,200,1.4,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,1.4,dwell_mu_bar_1,1.443,0.87,0.87,0.06,-0.57,39.44,-0.57,39.61,0
mhmm,3,200,1.4,dwell_mu_bar_2,1.443,0.88,0.88,0.06,-0.56,38.74,-0.56,38.93,0
mhmm,3,200,1.4,dwell_mu_bar_3,1.443,0.88,0.87,0.06,-0.57,39.25,-0.57,39.44,0
mhmm,3,200,3.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,3.5,gamma_prob_bar_S1toS2_no_diag,0.5,0.51,0.51,0.02,0.01,2.39,0.01,2.4,97.66
mhmm,3,200,3.5,gamma_prob_bar_S1toS3_no_diag,0.5,0.49,0.49,0.02,-0.01,2.39,-0.01,2.4,97.66
mhmm,3,200,3.5,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.02,0,0.47,0,0.47,100
mhmm,3,200,3.5,gamma_prob_bar_S2toS2_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,3.5,gamma_prob_bar_S2toS3_no_diag,0.5,0.5,0.5,0.02,0,0.47,0,0.47,100
mhmm,3,200,3.5,gamma_prob_bar_S3toS1_no_diag,0.5,0.49,0.49,0.02,-0.01,2.36,-0.01,2.36,93.75
mhmm,3,200,3.5,gamma_prob_bar_S3toS2_no_diag,0.5,0.51,0.51,0.02,0.01,2.36,0.01,2.36,93.75
mhmm,3,200,3.5,gamma_prob_bar_S3toS3_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,3.5,dwell_mu_bar_1,3.476,2.76,2.75,0.18,-0.72,20.65,-0.72,20.85,4.69
mhmm,3,200,3.5,dwell_mu_bar_2,3.476,2.63,2.63,0.18,-0.84,24.28,-0.85,24.48,0.78
mhmm,3,200,3.5,dwell_mu_bar_3,3.476,2.75,2.75,0.19,-0.72,20.78,-0.73,20.99,3.12
mhmm,3,200,19.5,gamma_prob_bar_S1toS1_no_diag,0,0,0,0,0,NA,0,NA,100
mhmm,3,200,19.5,gamma_prob_bar_S1toS2_no_diag,0.5,0.51,0.51,0.03,0.01,2.82,0.01,2.82,99.22
mhmm,3,200,19.5,gamma_prob_bar_S1toS3_no_diag,0.5,0.49,0.49,0.03,-0.01,2.82,-0.01,2.82,99.22
mhmm,3,200,19.5,gamma_prob_bar_S2toS1_no_diag,0.5,0.5,0.5,0.03,0,0.91,0,0.92,98.44
